id,nome,ano,sinopse,genero
757,Monster,2023,"Uma mãe sente que há algo errado quando seu filho começa a se comportar de maneira estranha. Ao descobrir que um professor é o responsável, ela...",Mistério
758,Guerra nas Estrelas: O Retorno de Jedi,1983,O imperador está supervisionando a construção de uma nova Estrela da Morte. Enquanto isso Luke Skywalker liberta Han Solo e a Princesa Leia das...,Aventura
759,O Exterminador do Futuro: Gênesis,2015,"John Connor, líder da resistência humana contra Skynet, envia Kyle Reese de volta a 1984 para proteger sua mãe, Sarah. Porém, Reese se surpreende...",Ficção
760,X-Men: Apocalipse,2016,"Apocalipse, o primeiro mutante de todos, consegue retornar à vida após milhares de anos. Agora, ele sai à procura de seguidores para dominar o...",Ficção
761,A Era do Gelo 2,2006,"O aquecimento global traz ameaças de inundações generalizadas a regiões que antes eram geladas. Manny, Sid e Diego partem em busca de um refúgio...",Animação
762,Fragmentado,2017,"Embora Kevin tenha revelado 23 personalidades a seu psiquiatra, uma ainda permanece submersa, pronta para se materializar e dominar todas as...",Terror
763,Nascido Para Matar,1987,"Um sargento treina de forma fanática e sádica os recrutas em uma base de treinamentos, na intenção de transformá-los em máquinas de guerra para...",Drama
764,The 3DD Invader,2011,"The 3DD Invader é um filme de comédia sexual de ficção científica de Hong Kong de 2011, dirigido por Cash Chin. O filme é estrelado por Macy Wu...",Comédia
765,Destruição Final: O Último Refúgio,2020,"Quando cientistas descobrem que um cometa atingirá a Terra em poucos dias e provavelmente causará a extinção da humanidade, uma família tenta...",Suspense
766,Babysitters de Luxo,2008,"De um romance com o pai das crianças de quem cuidava, uma estudante inicia uma agência de babás, que oferece garotas de programa adolescentes para...",Drama
767,Sing - Quem Canta Seus Males Espanta,2016,Um empolgado coala chamado Buster decide criar uma competição de canto para aumentar os rendimentos de seu antigo teatro. A disputa movimenta o...,Animação
768,Resistência,2023,"Em meio a uma futura guerra entre a raça humana e as forças da inteligência artificial, Joshua, um endurecido ex-agente das forças especiais que...",Ficção
769,007: Operação Skyfall,2012,"Após uma missão mal sucedida de James Bond, a identidade de agentes secretos é revelada e o M16, atacado. Ajudado por um agente de campo, Bond...",Ação
770,Caos e Destruição,2025,"Um roubo de drogas sai do controle, levando um policial a encarar o submundo de uma cidade corrupta para salvar o filho de um político importante.",Ação
771,Star Wars: Episódio II - Ataque dos Clones,2002,"Com a missão de proteger a Senadora Amidala, Anakin Skywalker descobre o seu amor por ela, do mesmo modo que vai conhecendo seu lado sombrio....",Aventura
772,Ghost in the Shell: O Fantasma do Futuro,1995,"Major Motoko Kusanagi, uma ciborgue do Setor de Segurança Pública 9, recebe a missão de capturar um hacker que está dominando a mente de humanos...",Ação
773,A Soma de Todos os Medos,2002,"A Guerra Fria americana é revivida, depois que o presidente da Rússia morre e é sucedido por um homem de passado obscuro. Mas as tensões...",Suspense
774,Dia D,2026,A existência de vida extraterrestre torna-se uma realidade inegável para todos os habitantes da Terra em um único instante. O mundo entra em...,Mistério
775,Jogos Mortais,2004,Dois homens acordam acorrentados em um banheiro como prisioneiros de um assassino em série que leva suas vítimas a situações limítrofes em um jogo...,Terror
776,Alien: Covenant,2017,"Viajando pela galáxia, os tripulantes da nave colonizadora Covenant encontram um planeta remoto com ares de paraíso inexplorado. Encantados, eles...",Terror
777,O Tempo com Você,2019,"O estudante Hodaka foge de sua casa em uma ilha periférica e se muda para Tóquio, onde faz amizade com Hina. Ela tem um poder que deixa Hodaka...",Animação
778,O Macaco,2025,"Dois irmãos gêmeos encontram um macaco de brinquedo que pertenceu ao seu pai. Quando percebem coisas sinistras acontecendo à sua volta, os dois se...",Terror
779,Halloween - A Noite do Terror,1978,"Na noite de Halloween de 1963, Michael Myers, de seis anos, assassina brutalmente sua irmã. Preso em uma instituição para doentes mentais sob os...",Terror
780,Lucy,2014,"Quando a inocente jovem Lucy (Scarlett Johansson) aceita transportar drogas dentro do seu estômago, ela não conhece muito bem os riscos que corre....",Ação
781,Transformers: O Início,2024,Veja a história não contada da origem de Orion Pax (o jovem Optimus Prime) e D-16 (o jovem Megatron) e descubra como estes dois companheiros de...,Animação
782,Transformers: A Era da Extinção,2014,"Após a batalha entre os Autobots e os Decepticons, que arrasou Chicago, os gigantescos robôs alienígenas desapareceram. Atualmente, eles são...",Ficção
783,O Bom Bandido,2025,"Um criminoso carismático durante sua fuga da polícia, assume uma nova identidade e começa a trabalhar em uma loja de brinquedos. Lá, se envolve...",Crime
784,Akira,1988,"Uma grande explosão fez com que Tóquio fosse destruída em 1988. Em seu lugar, foi construída Neo-Tóquio, que, em 2019, sofre com atentados...",Animação
785,Solo Mio,2026,"Com o coração partido em Roma após um desastre no casamento, um noivo encalhado encontra sua lua de mel arruinada transformada por um morador...",Romance
786,300,2007,"Em 480 a.C., Leônidas, o rei de Esparta, comanda seu pequeno batalhão de 300 soldados contra um exército de mais de 1 milhão de persas na Batalha...",Ação
787,Pânico na Floresta 3,2009,"Uma van cheia de prisioneiros é puxada para fora da estrada por um canibal louco, eles precisam lutar por sua sobrevivência em uma floresta cheia...",Terror
788,Karatê Kid: Lendas,2025,"Li Fong, um prodígio do kung fu, se muda para Nova York com a mãe. Ele tenta ficar longe de brigas enquanto se adapta ao novo país, mas sua paixão...",Ação
789,O Bad Boy e Eu,2025,"Dallas sonha em entrar para a melhor escola de dança do país e honrar a memória de sua mãe. Tudo parecia sob controle… até Drayton Lahey, o bad...",Comédia
790,Cães de Aluguel,1992,"Seis homens, completamente estranhos uns aos outros, realizam um roubo de diamantes que dá errado e vira uma emboscada sangrenta. Quando os...",Crime
791,O Sexto Sentido,1999,"Dr. Malcolm Crowe é um conceituado psicólogo infantil, que vive atormentado pela terrível lembrança de um jovem paciente que ele não foi capaz de...",Mistério
792,A Bruxa - Parte 2: A Colisão,2022,"Uma garota acorda em um enorme laboratório secreto e por acidente, conhece uma garota que está tentando proteger sua casa de uma gangue. A garota...",Ação
793,O Labirinto do Fauno,2006,"Espanha, 1944. Ofelia se muda com sua mãe para uma guarnição dirigida por seu padrasto, Vidal, um capitão autoritário do exército de Franco. Perto...",Fantasia
794,Garota Infernal,2009,"Ao ser possuída por um demônio, a estudante Jennifer se torna muito brava com os rapazes que nunca a deram uma chance. Enquanto a maldosa Jennifer...",Terror
795,Busca Implacável 3,2014,"O ex-agente do governo norte-americano Bryan Mills tenta tornar-se um homem família, mas vê tudo ruir quando sua esposa, Lenore, é assassinada....",Suspense
796,John Wick 3: Parabellum,2019,"Após assassinar o chefe da máfia Santino D'Antonio no Hotel Continental, John Wick passa a ser perseguido pelos membros da Alta Cúpula sob a...",Ação
797,Crepúsculo: Eclipse,2010,"Bella mais uma vez encontra-se rodeada pelo perigo, já que Seattle está sendo devastada por uma sequência de misteriosos assassinatos e um...",Aventura
798,Velozes & Furiosos: Hobbs & Shaw,2019,O corpulento policial Luke Hobbs se junta ao fora da lei Deckard Shaw para combater um terrorista geneticamente melhorado que tem força sobre-humana.,Ação
799,Akira,1988,"Uma grande explosão fez com que Tóquio fosse destruída em 1988. Em seu lugar, foi construída Neo-Tóquio, que, em 2019, sofre com atentados...",Animação
800,Piratas do Caribe: A Vingança de Salazar,2017,"O Capitão Jack, que anda passando por uma onda de azar, sente os ventos da má sorte soprando com muita força quando os marinheiros fantasmas...",Aventura
801,Ninguém Mexe com a Vovó,2024,"Jasper é um ex-soldado que costuma visitar sua avó para realizar pequenos trabalhos domésticos. Enquanto conserta uma pia quebrada, ele precisa...",Comédia
802,Projeto X: Uma Festa Fora de Controle,2012,Três garotos no último ano do colégio decidem fazer uma festa de aniversário para serem reconhecidos. Porém no decorrer da festa as coisas saem de...,Comédia
803,Star Trek,2009,Está tudo pronto para a viagem inaugural da nave espacial mais moderna já criada: a USS Enterprise. Sua jovem tripulação tem uma missão...,Ficção
804,Um Lugar Silencioso: Dia Um,2024,"Quando Samira retorna para Nova York, sua viagem se transforma em um pesadelo angustiante quando as misteriosas criaturas que caçam pelo som...",Terror
805,Boca de Fumo,2025,"Em El Paso, Texas, um agente disfarçado da Narcóticos e seu parceiro brincam de gato e rato com um grupo ousado de ladrões: seus próprios filhos...",Ação
806,Amor e Outras Drogas,2010,"Maggie é uma mulher de espírito livre que não quer se amarrar a alguém de maneira alguma. Ela só não esperava conhecer Jamie, um charmoso vendedor...",Drama
807,Debi & Lóide: Dois Idiotas em Apuros,1994,"Dois amigos debilóides vão para Aspen, no estado do Colorado, para tentar devolver uma maleta esquecida pela passageira da limusine que um deles...",Comédia
808,Conta Comigo,1986,"Em uma pequena cidade do Oregon, quatro amigos - o sensível Gordie, o durão Chris, o destemido Teddy e o acovardado Vern - resolvem sair à procura...",Crime
809,Tarzan,1999,"Um bebê perde os pais na selva. Órfão e sozinho, ele é encontrado por uma macaca que o cria como se fosse seu próprio filho. Tarzan cresce...",Animação
810,Nosferatu,2024,"Um conto gótico de obsessão entre uma jovem assombrada na Alemanha do século XIX e o antigo vampiro da Transilvânia que a persegue, trazendo...",Terror
811,Beleza Americana,1999,"Lester Burham não aguenta mais o emprego e se sente impotente perante sua vida. Casado com Carolyn e pai da ""aborrecente"" Jane, o melhor momento...",Drama
812,Mortal Kombat Legends: Batalha dos Reinos,2021,"Os heróis de Earthrealm devem viajar para Outworld e lutar pela sobrevivência de sua terra natal, invadida pelas forças do malvado senhor da...",Animação
813,Kill Bill: Volume 2,2004,"Após ser traída por Bill e seu antigo grupo, a Noiva assassina fica à beira da morte por 4 anos. Após despertar do coma, ela vai atrás de cada um...",Ação
814,Morte no Nilo,2022,"Durante suas férias no Egito, Hercule Poirot precisa investigar o misterioso assassinato de uma jovem herdeira a bordo de uma embarcação no rio Nilo.",Mistério
815,"Se Beber, Não Case! Parte II",2011,"Phil, Stu, Alan e Doug viajam à exótica Tailândia para o casamento de Stu. O que poderia dar errado? Dois anos depois da desastrosa despedida de...",Comédia
816,Calígula,1979,"Após a morte do paranoico imperador Tibério, Calígula, seu herdeiro, toma o poder e mergulha o império em uma espiral sangrenta de loucura e...",Drama
817,Edward Mãos de Tesoura,1990,"Peg Boggs é uma vendedora que acidentalmente descobre Edward, jovem que mora sozinho em um castelo no topo de uma montanha, criado por um inventor...",Fantasia
818,Imparável,2024,"A inspiradora história verdadeira de Anthony Robles, que nasceu apenas com uma perna, mas com um espírito indomável e uma determinação inabalável...",Drama
819,Sing - Quem Canta Seus Males Espanta,2016,Um empolgado coala chamado Buster decide criar uma competição de canto para aumentar os rendimentos de seu antigo teatro. A disputa movimenta o...,Animação
820,Scarlet,2025,"Scarlet, uma princesa que falhou em vingar o assassinato de seu pai, acorda na “Terra dos Mortos”. Nesse mundo cheio de insanidade, se ela não...",Animação
821,Nosferatu,2024,"Um conto gótico de obsessão entre uma jovem assombrada na Alemanha do século XIX e o antigo vampiro da Transilvânia que a persegue, trazendo...",Terror
822,O Planeta dos Macacos,1968,"George Taylor, um astronauta americano, viaja por séculos em estado de hibernação. Ao acordar, ele e seus companheiros se vêem em um planeta...",Ficção
823,Thor: O Mundo Sombrio,2013,"Thor precisa contar com a ajuda de seus companheiros e até de seu traiçoeiro irmão Loki em um plano audacioso para salvar o universo. Entretanto,...",Ação
824,Prometheus,2012,"Uma equipe de cientistas embarca em uma jornada espacial para descobrir a verdade sobre a origem da raça humana. No planeta de destino, eles...",Ficção
825,Zodíaco,2007,"Durante os anos 60 e 70, o medo aumenta em São Francisco com os ataques de um assassino maníaco chamado Zodíaco. Investigadores e jornalistas...",Crime
826,O Menino do Pijama Listrado,2008,"Durante a Segunda Guerra Mundial, Bruno, um garoto de oito anos, e sua família saem de Berlim para residir próximo a um campo de concentração,...",Drama
827,Cisne Negro,2010,Nina é uma bailarina cuja obsessão pela dança supera todas as facetas de sua vida. Quando o diretor artístico da companhia decide substituir sua...,Drama
828,Em Ritmo de Fuga,2017,O jovem Baby tem uma mania curiosa: precisa ouvir músicas o tempo todo para silenciar o zumbido que perturba seus ouvidos desde um acidente na...,Ação
829,King Kong,2005,"Nova York, 1933. Ann Darrow, uma atriz de vaudeville, enfrenta dificuldades para se sustentar, como vários outros americanos durante a Grande...",Aventura
830,Drive,2011,"Um motorista habilidoso é dublê em Hollywood e piloto de fuga em assaltos. Quando aceita ajudar o marido de sua vizinha Irene, fica na mira dos...",Drama
831,Homem-Formiga e a Vespa,2018,Scott Lang lida com as consequências de suas escolhas tanto como super-herói quanto como pai. Enquanto tenta reequilibrar sua vida com suas...,Ação
832,Coringa: Delírio a Dois,2024,"Arthur Fleck está institucionalizado em Arkham à espera do julgamento por seus crimes como Coringa. Enquanto luta com sua dupla identidade, Arthur...",Drama
833,Uma Sexta-Feira Mais Louca Ainda,2025,"A história continua anos depois de Tess e Anna passarem por uma crise de identidade. Agora, Anna é mãe e tem uma futura enteada, enfrentando os...",Comédia
834,A Filha da Minha Mulher,1981,"Após a morte de sua mãe, Marion decide ir morar na casa de seu pai, mas ele rejeita a idéia. O problema é que ela, agora, já se acha uma mulher e...",Drama
835,Uma Mente Brilhante,2001,"John Nash é um gênio da matemática que, aos 21 anos, formulou um teorema que provou sua genialidade e o tornou aclamado no meio onde atuava. Mas...",Drama
836,Below Her Mouth,2017,"É em um fim de semana inesperado e desinibido que um caso de amor apaixonado se inicia entre duas mulheres. Dallas, carpinteira, e Jasmine, uma...",Drama
837,Memórias de um Assassino,2003,"Província de Gyunggi, 1986. O corpo de uma jovem mulher, brutalmente estuprada e depois assassinada, é encontrado no campo. Dois meses depois,...",Crime
838,Shrek Terceiro,2007,"O rei Harold, pai de Fiona, morre repentinamente. Com isto Shrek precisa ser coroado rei, algo que ele jamais pensou em ser. Juntamente com o...",Fantasia
839,X-Men: Dias de um Futuro Esquecido,2014,"O Dr. Bolivar Trask acredita que os mutantes são uma ameaça para a humanidade. Ele desenvolve gigantescos robôs chamados Sentinelas, que perseguem...",Ação
840,Oblivion,2013,A Terra foi destruída pela raça Scav. Jack conserta as naves não-tripuladas que coletam os recursos vitais que restam no planeta. Após cumprir sua...,Ação
841,O Contador 2,2025,"Quando um conhecido é assassinado, deixando para trás uma mensagem enigmática, Christian Wolff se sente compelido a resolver o caso. Percebendo...",Mistério
842,Tarzan,1999,"Um bebê perde os pais na selva. Órfão e sozinho, ele é encontrado por uma macaca que o cria como se fosse seu próprio filho. Tarzan cresce...",Animação
843,Planeta dos Macacos: A Origem,2011,"Will Rodman é um jovem cientista que pesquisa macacos para obter um tratamento para o mal de Alzheimer, doença que afeta seu pai. Um desses...",Suspense
844,Lúcia e o Sexo,2001,"Após o sumiço de seu noivo, o escritor Lorenzo (Tristán Ulloa), a bela e independente Lúcia (Paz Vega) decide ir até uma ilha do Mediterrâneo onde...",Drama
845,Busca Implacável,2008,"Bryan Mills é um ex-agente do governo, que deixou o emprego para que pudesse passar mais tempo com Kim, a filha que teve com sua ex-esposa Lenore....",Ação
846,Jogos Mortais,2004,Dois homens acordam acorrentados em um banheiro como prisioneiros de um assassino em série que leva suas vítimas a situações limítrofes em um jogo...,Terror
847,A Pequena Sereia,1989,"Ariel é a filha caçula do Rei Tritão, comandante dos sete mares, que está insatisfeita com sua vida. Ela deseja caminhar entre os humanos para...",Animação
848,Garfield - Fora de Casa,2024,"Garfield, o mundialmente famoso gato de interior que odeia segundas-feiras e adora lasanha, está prestes a ter uma aventura selvagem ao ar livre!...",Família
849,O Vale da Luz,2007,"Um jovem, ao retornar da guerra, descobre que sua vida mudou completamente e resolve embarcar em uma jornada de auto-conhecimento na qual conhece...",Drama
850,Instinto Selvagem,1992,"Em São Francisco, um detetive de polícia trabalha em uma série de homicídios envolvendo um picador de gelo. Conforme a investigação avança, ele se...",Suspense
851,Megamente,2010,Tudo o que vilão Megamente mais queria era eliminar seu adversário Metro Man e assim dominar a cidade de Metro City. Só que para isso era...,Animação
852,O Preço do Amanhã,2011,"Acusado de assassinato, um homem deve descobrir como derrubar um sistema onde tempo é dinheiro e que permite que os ricos vivam para sempre,...",Ação
853,Doce Vingança,2010,A escritora Jennifer aluga uma cabana isolada para escrever sua mais recente novela. A paz e o silêncio do local são quebrados por uma gangue...,Suspense
854,A Rede Social,2010,Uma história surpreendente sobre uma nova raça de rebeldes culturais: um gênio que deflagrou uma revolução e mudou a cara da interação humana de...,Drama
855,Superbad: É Hoje,2007,Os estudantes adolescentes Seth e Evan têm grandes esperanças para uma festa de formatura. Os adolescentes co-dependentes pretendem beber e...,Comédia
856,Chappie,2015,"Em um futuro próximo, a África do Sul decidiu substituir os seus policiais humanos por robôs dotados de inteligência artificial. O criador, o...",Crime
857,Falcão Negro em Perigo,2001,"Em outubro de 1993, durante a guerra civil da Somália, uma força de elite americana é enviada para capturar generais locais. Porém, após dois...",Ação
858,Meu Casamento Preferido,2017,Tess está planejando o casamento de sua melhor amiga e tudo precisa estar perfeito. Mas ela não contava que o padrinho do noivo fosse ser um...,Comédia
859,A Bela Adormecida,1959,Ciumenta e vingativa a fada Malévola lança um feitiço cruel sobre a princesa Aurora no dia do seu nascimento. Aurora está condenada a cair em um...,Fantasia
860,Smurfs,2025,"Quando o Papai Smurf é misteriosamente levado pelos feiticeiros do mal, Razamel e Gargamel, Smurfette lidera os Smurfs em uma missão no mundo real...",Animação
861,Bom Menino,2025,"Um cão fiel se muda com Todd, seu tutor, para uma casa de campo. Lá, ele descobre forças sobrenaturais escondidas nas sombras. Quando as entidades...",Terror
862,Guerra dos Mundos,2005,"Ray Ferrier é um estivador divorciado, afastado de seus filhos, que vivem com a mãe. Quando sua ex-esposa deixa as crianças para ele cuidar...",Aventura
863,18 Rosas,2026,"Neste romance de amadurecimento, o aluno novo entra em conflito com a garota mais popular da escola. Mas ele logo percebe que vai precisar dela...",Drama
864,Suzume,2022,"Depois que Suzume abre sem querer uma porta do caos, ela une forças com um jovem para ajudar a evitar que mais calamidades caiam sobre o Japão.",Animação
865,Suzume,2022,"Depois que Suzume abre sem querer uma porta do caos, ela une forças com um jovem para ajudar a evitar que mais calamidades caiam sobre o Japão.",Animação
866,Um Sonho Possível,2009,"Michael Oher era um jovem negro, filho de uma mãe viciada e não tinha onde morar. Com boa vocação para os esportes, um dia ele foi avistado pela...",Drama
867,Anna: O Perigo Tem Nome,2019,Por trás da beleza marcante de Anna Poliatova há um segredo que irá expor sua indestrutível força e habilidade para se tornar uma das assassinas...,Ação
868,Hannah Waddingham - Em Casa Para o Natal,2023,"Entre no ritmo das festas de fim de ano com Hannah Waddingham, atriz vencedora do Emmy, que recebe convidados especiais para um espetáculo musical...",Música
869,Battleship: A Batalha dos Mares,2012,"A equipe comandada pelo almirante Shane está a bordo do navio USS John Paul Jones. Em alto mar, eles se deparam com uma ameça alienígena. Para...",Suspense
870,Ghost: Do Outro Lado da Vida,1990,"Sam Wheat é um jovem executivo apaixonado por sua namorada, Molly. Ele acaba morto em um assalto, mas seu espírito não vai para o outro plano e...",Fantasia
871,Valor Sentimental,2025,"O reencontro das irmãs Nora e Agnes com seu pai distante, o carismático diretor Gustav, é marcado por uma proposta: Nora é convidada a estrelar o...",Drama
872,Homem-Formiga,2015,"Dr. Hank Pym, o inventor da fórmula/traje que permite o encolhimento, precisa impedir que seu ex-pupilo Darren Cross consiga replicar o feito e...",Ficção
873,Os Mercenários,2010,"Um grupo de mercenários, liderado por Barney Ross, e seus homens de confiança aceitam uma missão que parece ser rotineira: uma operação secreta, a...",Suspense
874,Venom: Tempo de Carnificina,2021,"Em busca de seu próximo furo de reportagem, o jornalista Eddie Brock consegue uma entrevista exclusiva com Cletus Kasady, um assassino no corredor...",Ficção
875,Alita: Anjo de Combate,2019,"Abandonada em um ferro-velho de Iron City, a ciborgue Alita é encontrada pelo cientista Dyson Ido. Revitalizada, ela acorda sem memória e...",Ação
876,"Garota, Interrompida",1999,"Questionavelmente diagnosticada num quadro de distúrbio de personalidade, Susanna rebela-se contra a enfermeira-chefe e a psiquiatra, preferindo...",Drama
877,O Diário da Princesa,2001,Mia (Anne Hathaway) é uma garota de 15 anos que vive com sua mãe (Caroline Goodall) em Manhattan e repentinamente descobre que seu pai é na...,Comédia
878,Até a Última Gota,2025,"Até onde ela vai aguentar? Após um dia devastador, uma mãe solo dedicada chega ao seu limite e comete um ato de desespero que ninguém poderia prever.",Suspense
879,Paixão Sem Limites,2010,"Dois jovens, que pertencem a mundos diferentes, apaixonam-se e mergulham em uma emocionante jornada de descobertas. Babi é uma garota de classe...",Romance
880,Leitor Onisciente: A Profecia,2025,"Quando o mundo se transforma no cenário de uma história que só ele leu, Kim DokJa precisa usar seu conhecimento da história para sobreviver ao...",Ação
881,Os Estranhos: Capítulo 2,2025,"Após sobreviver ao ataque dos mascarados, Maya vê-se em um pesadelo ainda maior. Agora, ela será novamente caçada em uma luta brutal pela...",Terror
882,Vizinhança do Barulho,1996,"Ashtray agora é um homem e está de volta ao violento bairro de Los Angeles, onde cresceu, para morar com o pai, que por alguma misteriosa razão...",Comédia
883,O Grinch,2018,"O Grinch é um ser verde que não suporta o Natal e, todo ano, precisa impedir que os habitantes da cidade vizinha de Quemlândia comemorem a data....",Animação
884,Drácula de Bram Stoker,1992,"O vampiro Conde Drácula vem à Inglaterra atrás de quem ele acredita ser sua antiga paixão, de quando ainda era um mortal.",Romance
885,Snatch: Porcos e Diamantes,2000,"Quando o ladrão de joias Franky Quatro-Dedos faz uma parada em Londres, antes de entregar um enorme diamante roubado para o seu chefe em Nova...",Crime
886,Jogos Vorazes: Em Chamas,2013,"Após saírem vencedores da última edição dos Jogos Vorazes, as atitudes desafiadoras de Katniss e Peeta acabam inspirando uma rebelião contra a...",Aventura
887,Os Oito Odiados,2015,"Durante uma nevasca, um carrasco, uma prisioneira, um caçador de recompensas e um homem que alega ser xerife buscam abrigo no Armazém da Minnie,...",Drama
888,Babygirl,2024,Romy é uma executiva que conquistou seu posto como CEO com muita dedicação. O mesmo se aplica a sua família e o casamento com Jacob. Tudo o que...,Romance
889,Ong-Bak: Guerreiro Sagrado,2003,"Uma valiosa estátua de Buda é roubada do templo de um vilarejo na Tailândia. Para recuperá-la e restabelecer a honra em sua terra natal, um...",Ação
890,O Pequenino,2006,"O anão Calvin mal saiu da prisão e já planeja um novo assalto a uma joalheria. Perseguido pela polícia, ele esconde o diamante na bolsa de...",Comédia
891,O Castelo no Céu,1986,"Pazu, um aprendiz de engenheiro, encontra uma jovem garota, Sheeta, flutuando pelos céus e usando um colar brilhante. Juntos eles descobriram que...",Aventura
892,Uma Aventura Lego,2014,"Emmet é um Lego comum, até o dia em que é confundido com o Master Builder, o grande criador deste mundo de brinquedo, por ter encontrado a famosa...",Animação
893,Um Drink no Inferno,1996,"Dois irmãos procurados pela polícia por 16 mortes sequestram um ex-pastor e seu casal de filhos, para poderem atravessar a fronteira com o México,...",Terror
894,Hampstead: Nunca é Tarde para Amar,2017,"Uma viúva americana reencontra o amor inesperadamente com um homem que vive de maneira selvagem em Hampstead Heath. Ao mesmo tempo, um grupo de...",Comédia
895,Garfield - Fora de Casa,2024,"Garfield, o mundialmente famoso gato de interior que odeia segundas-feiras e adora lasanha, está prestes a ter uma aventura selvagem ao ar livre!...",Família
896,O Gângster,2007,"Frank Lucas trabalha como chofer de um dos mafiosos mais importantes do Harlem. Após a morte de seu chefe, Frank usa sua perspicácia e jeito para...",Drama
897,Acompanhante Perfeita,2025,"Josh e Iris parecem ser o casal ideal, até que um incidente mortal em uma viagem com amigos revela um segredo sombrio: Iris é uma androide criada...",Terror
898,Todo Poderoso,2003,"Apesar de sua popularidade e do amor de sua namorada, o repórter Bruce Nolan continua achando o mundo injusto. Depois de viver o pior dia de sua...",Fantasia
899,Me Chame Pelo Seu Nome,2017,"O sensível e único filho da família americana com ascendência italiana e francesa Perlman, Elio está enfrentando outro verão preguiçoso na casa de...",Romance
900,A Pequena Sereia,1989,"Ariel é a filha caçula do Rei Tritão, comandante dos sete mares, que está insatisfeita com sua vida. Ela deseja caminhar entre os humanos para...",Animação
901,V de Vingança,2006,"Após uma guerra mundial, a Inglaterra é ocupada por um governo fascista e vive sob um regime totalitário. Na luta pela liberdade, um vigilante,...",Ação
902,Nausicaä do Vale do Vento,1984,"Após os Sete Dias de Fogo, uma guerra que destruiu a civilização humana e a maior parte do ecossistema da Terra, surge uma floresta que exala...",Aventura
903,O Rei do Show,2017,"De origem humilde e desde a infância sonhando com um mundo mágico, P.T. Barnum desafia as barreiras sociais se casando com a filha do patrão do...",Drama
904,O Troll da Montanha 2,2025,"O despertar de um novo troll causa devastação na Noruega. Agora, Nora, Andreas e o capitão Kris terão que encarar a missão mais perigosa de suas...",Ação
905,"Apertem os Cintos, o Piloto Sumiu",1980,"O piloto Ted Striker, ex-combatente de guerra, é forçado a assumir os controles de um avião quando a tripulação sucumbe à comida contaminada....",Comédia
906,A Rede Social,2010,Uma história surpreendente sobre uma nova raça de rebeldes culturais: um gênio que deflagrou uma revolução e mudou a cara da interação humana de...,Drama
907,Máquina Mortífera,1987,"Martin Riggs e Roger Murtaugh são dois policiais que se tornam parceiros para lutar contra uma quadrilha de traficantes de drogas, composta de...",Ação
908,Mulher-Maravilha 1984,2020,"Em 1984, Diana Prince entra em conflito com dois inimigos formidáveis, Maxwell Lord e a Mulher-Leopardo, enquanto reencontra misteriosamente com...",Ação
909,Anna: O Perigo Tem Nome,2019,Por trás da beleza marcante de Anna Poliatova há um segredo que irá expor sua indestrutível força e habilidade para se tornar uma das assassinas...,Ação
910,Homem-Formiga e a Vespa,2018,Scott Lang lida com as consequências de suas escolhas tanto como super-herói quanto como pai. Enquanto tenta reequilibrar sua vida com suas...,Ação
911,Novocaine: À Prova de Dor,2025,"Quando a garota de seus sonhos é sequestrada, Nathan, um homem comum, transforma sua condição de não sentir dor em sua maior força para recuperar...",Ação
912,Cinderela,1950,"Cinderela vive com sua madrasta, Lady Tremaine, e as duas filhas dela. Obrigada a trabalhar como empregada da casa, ela tem como amigos apenas os...",Família
913,Tropas Estelares,1997,"Em um futuro distante, a Terra está em guerra contra uma raça de insetos gigantes alienígenas. Pouco se sabe sobre eles, exceto que têm a intenção...",Aventura
914,Encontro Marcado,1998,"Quando o Anjo da Morte chega à Terra para buscar um magnata da mídia, suas experiências como mortal o levam a se apaixonar pela filha do...",Fantasia
915,Guerra Civil,2024,"Em um futuro não tão distante, quando uma guerra civil se instaura nos Estados Unidos, uma equipe pioneira de jornalistas de guerra viaja pelo...",Guerra
916,Uma Noite Alucinante: A Morte do Demônio,1981,"Cinco estudantes da Universidade de Michigan decidem passar um final de semana em uma casa isolada. Lá eles encontram o livro dos mortos, um...",Terror
917,Um Sonho Possível,2009,"Michael Oher era um jovem negro, filho de uma mãe viciada e não tinha onde morar. Com boa vocação para os esportes, um dia ele foi avistado pela...",Drama
918,O Contador,2016,"O matemático Christian Wolff sente-se muito mais à vontade lidando com números do que com pessoas. Atualmente, trabalha como contador autônomo...",Crime
919,(500) Dias com Ela,2009,"Um romântico escritor se surpreende quando sua namorada Summer termina o namoro repentinamente. Com isso, ele relembra vários momentos dos 500...",Comédia
920,Como Ser Solteira,2016,"Alice (Dakota Johnson) acabou de sair de um relacionamento e não sabe muito bem como agir sem outra metade. Para sua sorte, ela tem uma animada...",Comédia
921,Missão: Impossível - Nação Secreta,2015,"O agente do IMF Ethan Hunt e sua equipe enfrentam uma das missões mais difíceis: erradicar o Sindicato, uma organização secreta internacional de...",Ação
922,Operação Natal,2024,"Depois que o Papai Noel – codinome: Das Neves – é sequestrado, o Chefe de Segurança do Polo Norte deve se unir ao mais infame caçador de...",Ação
923,Alice no País das Maravilhas,1951,"Alice é uma garota curiosa e cansada da monotonia de sua vida. Um dia, ao seguir o apressado e misterioso Coelho Branco até uma toca, ela acaba...",Animação
924,Q Sexual Desire,2011,"Em um contexto social deteriorado por uma crise econômica que envolve todo o país, a vida de várias pessoas virará de cabeça para baixo depois de...",Drama
